Country_code,Country,Region,Region_Code,New_LA_code,Old_LA_code,LA_name,School_Phase,NC_Year_Admission,Admission_Numbers,Applications_received,Online_Applications,Online_Apps_Percent,No_of_preferences,First_preference_offers,Second_preference_offers,Third_preference_offers,One_of_the_three_preference_offers,Preferred_school_offer,Non_Preferred_Offer,No_Offer,Schools_in_LA_offer,Schools_in_another_LA_offer,Offers_To_NonApplicants,
E92000001,England,NORTH WEST,E12000002,E06000050,896,Cheshire West and Chester,Primary,R,4305,3691,3520,95.4,3,3412,186,42,3640,3640,51,0,3647,44,0,
E92000001,England,SOUTH WEST,E12000009,E06000052,908,Cornwall,Primary,R,6491,5773,5350,92.7,3,5237,261,47,5545,5545,212,16,5736,21,0,
E92000001,England,NORTH WEST,E12000002,E10000006,909,Cumbria,Primary,R,6512,4660,3392,72.8,3,4412,153,32,4597,4597,63,0,4656,4,0,
E92000001,England,SOUTH WEST,E12000009,E10000013,916,Gloucestershire,Primary,R,7288,6807,6365,93.5,5,6045,385,112,6542,6605,196,6,6728,74,1,
E92000001,England,EAST OF ENGLAND,E12000006,E10000015,919,Hertfordshire,Primary,R,15220,15085,14916,98.9,4,12351,1159,520,14030,14278,103,704,14181,214,14,
E92000001,England,SOUTH EAST,E12000008,E06000046,921,Isle of Wight,Primary,R,1581,1229,1093,88.9,3,1193,26,1,1220,1220,9,0,1229,0,0,
E92000001,England,EAST MIDLANDS,E12000004,E10000019,925,Lincolnshire,Primary,R,9044,7802,7666,98.3,3,7239,335,86,7660,7660,142,0,7715,87,0,
E92000001,England,EAST OF ENGLAND,E12000006,E10000020,926,Norfolk,Primary,R,10339,9317,7518,80.7,3,8514,389,84,8987,8987,309,21,9219,90,13,
E92000001,England,EAST MIDLANDS,E12000004,E10000021,928,Northamptonshire,Primary,R,10340,8853,8503,96.0,3,7924,510,159,8593,8593,258,2,8728,123,0,
E92000001,England,NORTH EAST,E12000001,E06000048,929,Northumberland,Primary,R,3941,3084,2526,81.9,3,2960,55,15,3030,3030,0,54,3015,15,0,
E92000001,England,SOUTH EAST,E12000008,E10000025,931,Oxfordshire,Primary,R,8484,7987,7151,89.5,3,7031,467,166,7664,7664,319,4,7878,105,0,
E92000001,England,SOUTH WEST,E12000009,E10000027,933,Somerset,Primary,R,6195,5847,5344,91.4,3,5395,257,54,5706,5706,114,27,5727,93,0,
E92000001,England,EAST OF ENGLAND,E12000006,E10000029,935,Suffolk,Primary,R,8871,7656,5790,75.6,3,6899,427,108,7434,7434,221,1,7578,77,0,
E92000001,England,SOUTH EAST,E12000008,E10000030,936,Surrey,Primary,R,13934,13760,13208,96.0,4,11238,1095,400,12733,12923,567,270,13245,245,0,
E92000001,England,WEST MIDLANDS,E12000005,E10000031,937,Warwickshire,Primary,R,6923,6425,5574,86.8,6,5698,372,74,6144,6169,243,13,6278,151,17,
E92000001,England,SOUTH EAST,E12000008,E10000032,938,West Sussex,Primary,R,10000,9296,9084,97.7,3,8125,727,256,9108,9108,180,8,9193,95,0,
